URI	Nom du Fichier	P102 has title	"P4 has time-span 
U8 foresees time span"	Similarité
				
				
MEME TIRE – DATE DIFFERENTE				
<http://data.doremus.org/performance/b23819bf-4beb-3a90-ab87-b60dac5d8bcc>	11701.ttl	Orchestre Philharmonique de Radio France - Gustavo Dudamel	2012-04-13T20:00	Similarité :1.0
<http://data.doremus.org/performance/6b5552ee-7ee7-3189-af0c-badec18734c7>	0985774.ttl	Orchestre Philharmonique de Radio France, Gustavo Dudamel	2018-03-29T21:46	
				
<http://data.doremus.org/performance/f7b4aed4-ae02-3a7a-838d-61dc840832cf>	12367.ttl	Orchestre de Paris - Tomas Netopil - Anja Harteros	2012-04-10T20:00	Similarité :1.0
<http://data.doremus.org/performance/d8673c26-3f5c-3f45-b5f2-c94fa30adbf2>	0992709.ttl	Orchestre de Paris, Tomas Netopil, Anja Harteros	2018-03-29T21:45	
				
<http://data.doremus.org/performance/5dc3c7b9-1222-3cc8-977c-5e67f0cc5995>	12611.ttl	Les Dissonances - David Grimal	2012-03-02T20:00	Similarité :1.0
<http://data.doremus.org/performance/7966c253-0cd2-39a7-bd27-21a34e5a75fa>	1062228.ttl	Les Dissonances, David Grimal	2017-01-30T20:30	
				
<http://data.doremus.org/performance/5dc3c7b9-1222-3cc8-977c-5e67f0cc5995>	12611.ttl	Les Dissonances - David Grimal	2012-03-02T20:00	Similarité :1.0
<http://data.doremus.org/performance/4280cb11-94bb-3fd2-827c-4adcff8d8fd7>	1023315.ttl	Les Dissonances, David Grimal	2014-10-21T20:00	
				
<http://data.doremus.org/performance/5dc3c7b9-1222-3cc8-977c-5e67f0cc5995>	12611.ttl	Les Dissonances - David Grimal	2012-03-02T20:00	Similarité :1.0
<http://data.doremus.org/performance/850618f8-2702-33f6-a43a-5c85c4c29c65>	1033088.ttl	Les Dissonances. David Grimal	2015-04-01T20:30	
				
<http://data.doremus.org/performance/5dc3c7b9-1222-3cc8-977c-5e67f0cc5995>	12611.ttl	Les Dissonances - David Grimal	2012-03-02T20:00	Similarité :1.0
<http://data.doremus.org/performance/1386ad04-a768-3b93-af13-980357c76121>	1040876.ttl	Les Dissonances : David Grimal	2015-10-06T20:30	
				
<http://data.doremus.org/performance/5dc3c7b9-1222-3cc8-977c-5e67f0cc5995>	12611.ttl	Les Dissonances - David Grimal	2012-03-02T20:00	Similarité :1.0
<http://data.doremus.org/performance/8ae7da6a-8728-39ac-bf83-13e2157c200c>	1030927.ttl	Les Dissonances, David Grimal	2015-02-09T20:30	
				
<http://data.doremus.org/performance/32657b74-89e5-32e8-88bf-81b633064a81>	12417.ttl	Orchestre Philharmonique de Radio France - Myung-Whun Chung	2012-02-29T20:00	Similarité :1.0
<http://data.doremus.org/performance/7728c0a1-7562-36da-b399-f7b2ddbea81a>	0983800.ttl	Orchestre Philharmonique de Radio France, Myung-Whun Chung	2012-03-16T20:00	
				
<http://data.doremus.org/performance/32657b74-89e5-32e8-88bf-81b633064a81>	12417.ttl	Orchestre Philharmonique de Radio France - Myung-Whun Chung	2012-02-29T20:00	Similarité :1.0
<http://data.doremus.org/performance/0b5a2ca0-74ca-37a9-b2d4-cb6509de81c9>	1016854.ttl	Orchestre Philharmonique de Radio France, Myung-Whun Chung	2014-04-11T20:00	
				
<http://data.doremus.org/performance/54de1ad7-c449-393f-9084-899de7cced77>	12359.ttl	Orchestre de Paris - Paavo Järvi - Rudolf Buchbinder	2012-05-04T20:00	Similarité :1.0
<http://data.doremus.org/performance/0c255208-36e3-3886-bd6d-86f2e2de7e05>	0992348.ttl	Orchestre de Paris, Paavo Järvi, Rudolf Buchbinder	2012-09-19T20:00	
				
<http://data.doremus.org/performance/0d0f669b-4a07-3c19-bd8b-db57f2bcea06>	11595.ttl	Orchestre Philharmonique de Radio France - Eliahu Inbal - Isabelle Faust - Steve Davislim 	2011-10-21T20:00	Similarité :1.0
<http://data.doremus.org/performance/bdda0f1e-8a40-3510-a4cf-6e4be6e30165>	0976415.ttl	Orchestre Philharmonique de Radio France, Eliahu Inbal, Isabelle Faust, Steve Davislim	2018-03-29T21:46	
				
<http://data.doremus.org/performance/89a43ddb-7ec8-3df8-b792-25c805185d25>	11464.ttl	Ensemble intercontemporain / Matthias Pintscher	2011-12-15T20:00	Similarité :1.0
<http://data.doremus.org/performance/1d0a435f-0640-3f88-88e2-76c63dd79fa4>	1023309.ttl	Ensemble intercontemporain, Matthias Pintscher	2014-10-17T20:00	
				
<http://data.doremus.org/performance/9b460f16-e1d3-3159-aa6d-6f234332320a>	12547.ttl	Orchestre de Paris - Yuri Temirkanov - Alisa Weilerstein	2013-04-06T14:30	Similarité :1.0
<http://data.doremus.org/performance/0a53963b-76d8-3216-b963-40dedaecd75e>	0999207.ttl	Orchestre de Paris, Yuri Temirkanov, Alisa Weilerstein	2013-02-13T20:00	
				
<http://data.doremus.org/performance/9aca53b7-f26d-3b9f-a8e5-d816541312b8>	11922.ttl	Orchestre de Paris - Kristjan Järvi - Xavier de Maistre	2018-03-22T17:09	Similarité :1.0
<http://data.doremus.org/performance/bac539fb-566c-335a-b9bc-d7c9d82dbf95>	0989253.ttl	Orchestre de Paris, Kristjan Järvi, Xavier de Maistre	2018-03-29T21:50	
				
<http://data.doremus.org/performance/94f7978b-4178-35ff-b677-3a031805305c>	12753.ttl	Orchestre Philharmonique du Luxembourg - Emmanuel Krivine - Nelson Freire	2011-10-20T20:00	Similarité :1.0
<http://data.doremus.org/performance/ada5a81c-79c5-3b7f-86a0-a66a0cfec95f>	0995381.ttl	Orchestre Philharmonique du Luxembourg, Emmanuel Krivine, Nelson Freire	2012-12-08T20:00	
				
<http://data.doremus.org/performance/34c17d60-4ad0-3a17-9a29-7f37d5fbd7f4>	11888.ttl	Orchestre de Paris - Paavo Järvi	2011-09-17T11:00	Similarité :1.0
<http://data.doremus.org/performance/6b210a19-1224-3f20-9d28-3c6d7a1fa825>	0987827.ttl	Orchestre de Paris, Paavo Järvi	2018-03-29T21:46	
				
<http://data.doremus.org/performance/213b7394-a3c2-3e08-99fb-c3054f9d04fa>	12502.ttl	Orchestre du Théâtre Mariinsky - Valery Gergiev - Mario Brunello	2012-06-21T18:00	Similarité :1.0
<http://data.doremus.org/performance/4b078c79-4a0c-3472-9060-c01da86dd09c>	1012027.ttl	Orchestre du Théâtre Mariinsky, Valery Gergiev, Mario Brunello	2013-01-08T20:00	
				
<http://data.doremus.org/performance/7f53497e-1c2d-3272-9407-95a2b925c618>	12252.ttl	Chamber Orchestra of Europe	2012-06-18T20:00	Similarité :1.0
<http://data.doremus.org/performance/eae12303-fb63-3a1a-bf55-6d9cc8aed1de>	0240336.ttl	Chamber orchestra of Europe	2018-03-29T21:50	
				
<http://data.doremus.org/performance/7f53497e-1c2d-3272-9407-95a2b925c618>	12252.ttl	Chamber Orchestra of Europe	2012-06-18T20:00	Similarité :1.0
<http://data.doremus.org/performance/d9ea7639-de11-3fbd-a5e0-0487595c5cff>	0241240.ttl	Chamber orchestra of Europe	2018-03-29T21:47	
				
<http://data.doremus.org/performance/7f53497e-1c2d-3272-9407-95a2b925c618>	12252.ttl	Chamber Orchestra of Europe	2012-06-18T20:00	Similarité :1.0
<http://data.doremus.org/performance/79332ad1-10e5-3d83-9da3-f34a0e5bc935>	0241078.ttl	Chamber orchestra of Europe	2018-03-29T21:46	
				
<http://data.doremus.org/performance/e8dfb23f-5268-3b97-9a48-35ff81694fe3>	11704.ttl	Orchestre Philharmonique de Radio France - Gustavo Dudamel	2012-04-20T20:00	Similarité :1.0
<http://data.doremus.org/performance/6b5552ee-7ee7-3189-af0c-badec18734c7>	0985774.ttl	Orchestre Philharmonique de Radio France, Gustavo Dudamel	2018-03-29T21:46	
				
<http://data.doremus.org/performance/e8dfb23f-5268-3b97-9a48-35ff81694fe3>	11704.ttl	Orchestre Philharmonique de Radio France - Gustavo Dudamel	2012-04-20T20:00	Similarité :1.0
<http://data.doremus.org/performance/053160de-d772-3947-8384-896d3e092b6b>	0985772.ttl	Orchestre Philharmonique de Radio France, Gustavo Dudamel	2012-04-13T20:00	
				
<http://data.doremus.org/performance/b1540aa8-fc35-3731-9400-63f2f0784bf8>	12501.ttl	Orchestre du Théâtre Mariinsky - Valery Gergiev - Denis Matsuev	2012-04-20T20:00	Similarité :1.0
<http://data.doremus.org/performance/eda136f9-d8ce-385e-b9c8-bf2e91681d49>	0997438.ttl	Orchestre du Théâtre Mariinsky, Valery Gergiev, Denis Matsuev	2018-03-29T21:47	
				
<http://data.doremus.org/performance/fcb5e5a9-27fe-3c70-a597-b74df8a4b6ac>	12251.ttl	Chamber Orchestra of Europe	2011-12-09T20:00	Similarité :1.0
<http://data.doremus.org/performance/eae12303-fb63-3a1a-bf55-6d9cc8aed1de>	0240336.ttl	Chamber orchestra of Europe	2018-03-29T21:50	
				
<http://data.doremus.org/performance/fcb5e5a9-27fe-3c70-a597-b74df8a4b6ac>	12251.ttl	Chamber Orchestra of Europe	2011-12-09T20:00	Similarité :1.0
<http://data.doremus.org/performance/d9ea7639-de11-3fbd-a5e0-0487595c5cff>	0241240.ttl	Chamber orchestra of Europe	2018-03-29T21:47	
				
<http://data.doremus.org/performance/fcb5e5a9-27fe-3c70-a597-b74df8a4b6ac>	12251.ttl	Chamber Orchestra of Europe	2011-12-09T20:00	Similarité :1.0
<http://data.doremus.org/performance/79332ad1-10e5-3d83-9da3-f34a0e5bc935>	0241078.ttl	Chamber orchestra of Europe	2018-03-29T21:46	
				
<http://data.doremus.org/performance/f6cddcfb-92d9-32c8-ab24-a3511de0a233>	11594.ttl	Orchestre de Paris - Paavo Järvi - Jorge Luis Prats	2011-10-20T20:00	Similarité :1.0
<http://data.doremus.org/performance/cc593604-1a4b-30cc-a389-98a9a9d8277c>	1000232.ttl	Orchestre de Paris, Paavo Järvi, Jorge Luis Prats	2013-03-27T20:00	
				
<http://data.doremus.org/performance/2b97db22-1ef2-3355-bc4b-9a9cfc9e768d>	12473.ttl	Orchestre de Paris - Mikko Franck	2013-04-18T20:00	Similarité :1.0
<http://data.doremus.org/performance/e348a554-5e0a-3301-a1f1-c4e5367e5acd>	0996108.ttl	Orchestre de Paris, Mikko Franck	2012-12-19T20:00	
				
<http://data.doremus.org/performance/e7e3418f-2ec3-35c9-a41d-d0cd1173fc59>	11915.ttl	Orchestre Philharmonique de Radio France - Myung-Whun Chung	2012-01-28T11:00	Similarité :1.0
<http://data.doremus.org/performance/7728c0a1-7562-36da-b399-f7b2ddbea81a>	0983800.ttl	Orchestre Philharmonique de Radio France, Myung-Whun Chung	2012-03-16T20:00	
				
<http://data.doremus.org/performance/e7e3418f-2ec3-35c9-a41d-d0cd1173fc59>	11915.ttl	Orchestre Philharmonique de Radio France - Myung-Whun Chung	2012-01-28T11:00	Similarité :1.0
<http://data.doremus.org/performance/0b5a2ca0-74ca-37a9-b2d4-cb6509de81c9>	1016854.ttl	Orchestre Philharmonique de Radio France, Myung-Whun Chung	2014-04-11T20:00	
				
<http://data.doremus.org/performance/10806859-3bc1-3b94-868e-cf4cc01c89c9>	11686.ttl	Orchestre de Paris - Paavo Järvi - Katia et Marielle Labèque	2012-03-15T20:00	Similarité :1.0
<http://data.doremus.org/performance/6281aef9-fc0b-3677-9c9d-50da6696d354>	0983794.ttl	Orchestre de Paris, Paavo Järvi, Katia et Marielle Labèque	2018-03-29T21:50	
				
<http://data.doremus.org/performance/58f0cc2d-7acd-3ac5-96cd-1342e2a8614e>	11923.ttl	Orchestre de Paris - Paavo Järvi - Vadim Repin	2018-03-22T17:09	Similarité :1.0
<http://data.doremus.org/performance/1eda96be-f3d1-3faf-a10a-b9e657ef4980>	0950803.ttl	Orchestre de Paris, Paavo Järvi, Vadim Repin	2014-03-16T16:30	
				
<http://data.doremus.org/performance/a8d50e2e-1dd8-3e23-99cd-28701066dfa4>	11545.ttl	Les Arts Florissants/ William Christie	2012-04-06T20:00	Similarité :1.0
<http://data.doremus.org/performance/b9c8c77f-4b81-3057-8772-8572846e8f2a>	1029285.ttl	Les Arts Florissants, William Christie	2015-01-16T20:30	
				
<http://data.doremus.org/performance/6980f055-9609-3a9b-af93-f1b84900f75b>	13247.ttl	Orchestre Philharmonique de Radio France - Myung-Whun Chung - David Kadouch	2018-03-22T17:09	Similarité :1.0
<http://data.doremus.org/performance/91222574-2c4f-3450-9358-929736931faa>	1008361.ttl	Orchestre Philharmonique de Radio France, Myung-Whun Chung, David Kadouch	2013-09-13T20:00	
				
<http://data.doremus.org/performance/bf1e5270-c6a7-39b2-89e0-8504ac6a1398>	11709.ttl	Orchestre National du Capitole de Toulouse - Tugan Sokhiev - Jean-Yves Thibaudet	2012-05-12T20:00	Similarité :1.0
<http://data.doremus.org/performance/91f0075f-8837-3f12-8a69-32d4c35c41a7>	0987968.ttl	Orchestre National du Capitole de Toulouse, Tugan Sokhiev, Jean-Yves Thibaudet	2018-03-29T21:45	
				
<http://data.doremus.org/performance/23954dab-b015-315c-99a6-78027ce3d5fa>	11687.ttl	Orchestre Philharmonique de Radio France - Myung-Whun Chung	2012-03-16T20:00	Similarité :1.0
<http://data.doremus.org/performance/0b5a2ca0-74ca-37a9-b2d4-cb6509de81c9>	1016854.ttl	Orchestre Philharmonique de Radio France, Myung-Whun Chung	2014-04-11T20:00	
				
<http://data.doremus.org/performance/54467581-34a5-3f3a-95b5-3eb79428e16d>	11659.ttl	Orchestre de Paris - Andris Nelsons - Sergey Khachatryan	2018-03-22T17:09	Similarité :1.0
<http://data.doremus.org/performance/29a678f1-934b-3760-8291-7ac66e1b26f4>	0980051.ttl	Orchestre de Paris, Andris Nelsons, Sergey Khachatryan	2012-01-18T20:00	
				
<http://data.doremus.org/performance/2eb753e4-c2c1-35cb-9b9a-72122c2eacbc>	12494.ttl	Orchestre de Paris - Herbert Blomstedt - Lars Vogt	2011-11-01T20:00	Similarité :1.0
<http://data.doremus.org/performance/9d82522b-cae7-3072-95e8-be3a3150aed6>	0997829.ttl	Orchestre de Paris, Herbert Blomstedt, Lars Vogt	2013-01-16T20:00	
				
<http://data.doremus.org/performance/fedfed99-f177-319d-9045-287c516cdb97>	12430.ttl	Orchestre de Paris - Paavo Järvi - Andreas Haefliger	2013-06-15T20:00	Similarité :1.0
<http://data.doremus.org/performance/730bb528-462c-3dcd-b543-76e4212625dd>	0994198.ttl	Orchestre de Paris, Paavo Järvi, Andreas Haefliger	2012-11-08T20:00	
				
<http://data.doremus.org/performance/150a5f02-2942-348f-9ee9-048563d59827>	13268.ttl	Christophe	2013-10-05T20:00	Similarité :1.0
<http://data.doremus.org/performance/ea5a3988-0a53-3c73-afcb-e02fa498d833>	0936151.ttl	Christophe	2018-03-29T21:47	
				
<http://data.doremus.org/performance/4238ed56-1c67-3845-84b4-80d5bd9940f7>	13124.ttl	Ensemble intercontemporain - Matthias Pintscher	2018-03-22T17:09	Similarité :1.0
<http://data.doremus.org/performance/1d0a435f-0640-3f88-88e2-76c63dd79fa4>	1023309.ttl	Ensemble intercontemporain, Matthias Pintscher	2014-10-17T20:00	
				
<http://data.doremus.org/performance/07a43481-955b-3827-b271-6a00360577e3>	11711.ttl	Orchestre de Paris - Paavo Järvi  	2012-05-24T20:00	Similarité :1.0
<http://data.doremus.org/performance/6b210a19-1224-3f20-9d28-3c6d7a1fa825>	0987827.ttl	Orchestre de Paris, Paavo Järvi	2018-03-29T21:46	
				
<http://data.doremus.org/performance/45a47740-befd-3403-9216-cb159b132fdf>	12681.ttl	Orchestre Philharmonique de Radio France - Jukka-Pekka Saraste	2012-01-27T20:00	Similarité :1.0
<http://data.doremus.org/performance/9d28e43d-08a3-32d3-b21f-8d51f5e70ef9>	0999481.ttl	Orchestre Philharmonique de Radio France, Jukka-Pekka Saraste	2013-02-22T20:00	
				
<http://data.doremus.org/performance/515c7994-2d47-3908-ae87-d9d5b170afc9>	13216.ttl	Orchestre de Paris - Paavo Järvi - Janine Jansen	2018-03-22T17:09	Similarité :1.0
<http://data.doremus.org/performance/7376159c-ce00-342e-afe3-a10bb0b5d176>	1030037.ttl	Orchestre de Paris, Paavo Järvi, Janine Jansen	2015-01-22T20:30	
				
<http://data.doremus.org/performance/15d39365-44c2-351a-9499-17ee93814d47>	11926.ttl	AaRON	2018-03-22T17:09	Similarité :1.0
<http://data.doremus.org/performance/c6ed239a-e6fe-3b1d-80a5-55bafb725c8f>	0980795.ttl	AaRON	2018-03-29T21:47	
				
<http://data.doremus.org/performance/aacf0f40-a98e-3cd8-b306-aaf247b6e52c>	12685.ttl	Orchestre Philharmonique de Radio France - Mikko Franck - Leila Josefowicz	2013-04-05T20:00	Similarité :1.0
<http://data.doremus.org/performance/8376c426-c2c5-3faa-8ea8-4bdf361e345c>	1001594.ttl	Orchestre Philharmonique de Radio France, Mikko Franck, Leila Josefowicz	2018-03-29T21:45	
				
<http://data.doremus.org/performance/6112b459-a810-344e-807c-3dd0ce6a255d>	11685.ttl	Orchestre Philharmonique de Radio France - Myung-Whun Chung - Evgeny Kissin	2012-03-09T20:00	Similarité :1.0
<http://data.doremus.org/performance/3cf0a7e7-20a2-37de-9ddc-b9f864edf0d3>	1021141.ttl	Orchestre Philharmonique de Radio France, Myung-Whun Chung, Evgeny Kissin	2014-09-19T20:00	
				
<http://data.doremus.org/performance/a042a07f-934e-343a-99a8-1bf5ba103f8f>	12675.ttl	Orchestre Philharmonique de Radio France  - Eliahu Inbal - Marc Coppey	2012-03-30T20:00	Similarité :1.0
<http://data.doremus.org/performance/1e395b0d-d6f4-3920-a59a-47ff4a3c4171>	0995446.ttl	Orchestre Philharmonique de Radio France, Eliahu Inbal, Marc Coppey	2012-12-14T20:00	
