URI	Nom du Fichier	P102 has title	P4 has time-span U8 foresees time span	Similarité
<http://data.doremus.org/performance/8525b8cc-dea8-36d0-8475-a5693c0e9250>	0961830.ttl	Les Indes baroques. The Indian Queen	2011-03-29T20:00	
				
<http://data.doremus.org/performance/5c70e639-2dfd-374d-bd71-ca7e920b226b>	10878.ttl	Orchestre Philharmonique de Radio France - Alan Gilbert - Yvonne Naef	2010-11-27T20:00	Similarité :0.455
<http://data.doremus.org/performance/2d2f38f6-c084-32be-8986-ee1eb2c30daf>	0951661.ttl	L'art total. Ensemble intercontemporain, Bruno Mantovani	2010-11-27T20:00	
				
<http://data.doremus.org/performance/17e03e19-59e6-37ea-805b-7e311e945a0b>	10998.ttl	Budapest Festival Orchestra - Iván Fischer - Petra Lang	2011-03-05T20:00	Similarité :0.4425
<http://data.doremus.org/performance/f1271d45-48f0-3c6a-a519-8826ede0c1d4>	0779333.ttl	L'Inde du Nord. Récital de danse kathak	2011-03-05T20:00	
				
<http://data.doremus.org/performance/17e03e19-59e6-37ea-805b-7e311e945a0b>	10998.ttl	Budapest Festival Orchestra - Iván Fischer - Petra Lang	2011-03-05T20:00	Similarité :0.29800000000000004
<http://data.doremus.org/performance/bb06acc2-dfe6-3e93-b15b-6e7083054233>	0961126.ttl	Liszt / Nono	2011-03-05T20:00	
				
<http://data.doremus.org/performance/ecf14b0e-3ee5-30f2-9982-625b0c964176>	10771.ttl	Ludwig van Beethoven, symphonies n°4 et 7 	2011-04-14T20:00	Similarité :0.616
<http://data.doremus.org/performance/14e751cd-6bf2-3d22-a8e3-2618077ff050>	0964311.ttl	Beethoven visionnaire. Symphonies n°4 et 7	2011-04-14T20:00	
				
<http://data.doremus.org/performance/68e83142-5b44-3e42-a2fa-8550c31523c0>	10756.ttl	Accentus / Axe 21 - Brigitte Engerer	2011-03-05T20:00	Similarité :0.374
<http://data.doremus.org/performance/3c0ca17a-467e-3286-bb2b-9ea3acfeb569>	0960343.ttl	Budapest Festival Orchestra	2011-03-05T20:00	
				
<http://data.doremus.org/performance/68e83142-5b44-3e42-a2fa-8550c31523c0>	10756.ttl	Accentus / Axe 21 - Brigitte Engerer	2011-03-05T20:00	Similarité :0.348
<http://data.doremus.org/performance/f1271d45-48f0-3c6a-a519-8826ede0c1d4>	0779333.ttl	L'Inde du Nord. Récital de danse kathak	2011-03-05T20:00	
				
<http://data.doremus.org/performance/68e83142-5b44-3e42-a2fa-8550c31523c0>	10756.ttl	Accentus / Axe 21 - Brigitte Engerer	2011-03-05T20:00	Similarité :0.2475
<http://data.doremus.org/performance/bb06acc2-dfe6-3e93-b15b-6e7083054233>	0961126.ttl	Liszt / Nono	2011-03-05T20:00	
				
<http://data.doremus.org/performance/f68dc159-53ca-31ae-98a4-8711e9a00bbc>	11105.ttl	Solistes des Berliner Philharmoniker - Yuja Wang	2011-03-20T16:30	Similarité :0.4555
<http://data.doremus.org/performance/7582efd4-8fa2-367e-9a41-db3f4b21f1a9>	0961895.ttl	Leçon de musique. Interpréter Mozart et Chopin.	2011-03-20T16:30	
				
<http://data.doremus.org/performance/6878b2dd-a48c-319d-bc6c-0be509aacf06>	10955.ttl	Ariane et Barbe Bleue - Orchestre Philharmonique de Radio France - Deroyer 	2011-04-15T20:00	Similarité :0.38749999999999996
<http://data.doremus.org/performance/89712c4a-465a-3092-808a-66efe7f70bcd>	0964312.ttl	Beethoven visionnaire. Symphonies n°2 et 6	2011-04-15T20:00	
				
<http://data.doremus.org/performance/c61acbb0-bd6c-354d-8b5e-1f30e619ae05>	10772.ttl	Ludwig van Beethoven , symphonies n° 2 et 6	2011-04-15T20:00	Similarité :0.616
<http://data.doremus.org/performance/89712c4a-465a-3092-808a-66efe7f70bcd>	0964312.ttl	Beethoven visionnaire. Symphonies n°2 et 6	2011-04-15T20:00	
				
<http://data.doremus.org/performance/c49adb19-454d-3dc4-8564-1aff9141ea79>	10817.ttl	Jazzmaris / Zeritu	2011-02-05T20:00	Similarité :0.3085
<http://data.doremus.org/performance/f1f48185-9acc-3da3-a8d0-7d96fa9e3009>	0958852.ttl	Ethiopie. Addis Abeba aujourd'hui	2011-02-05T20:00	
				
<http://data.doremus.org/performance/f8f14bbe-88f5-398f-a78a-f50ad95e232f>	10746.ttl	Hanspeter Kyburz - Emio Greco / Musique et danse en temps réel	2011-01-28T20:00	Similarité :0.395
<http://data.doremus.org/performance/02c05fe8-284f-3c37-9c82-6ae4c8d38d6d>	0958142.ttl	Réel / virtuel. Double Points : Outis	2011-01-28T20:00	
				
<http://data.doremus.org/performance/f8f14bbe-88f5-398f-a78a-f50ad95e232f>	10746.ttl	Hanspeter Kyburz - Emio Greco / Musique et danse en temps réel	2011-01-28T20:00	Similarité :0.445
<http://data.doremus.org/performance/05d96004-0dfe-306d-a678-c057390dbb1c>	0901340.ttl	La grande nouba. Le malouf algérien (Constantine). Salim Fergani et son ensemble	2011-01-28T20:00	
				
<http://data.doremus.org/performance/bf41773d-59b7-3361-b967-e09c4c694180>	10764.ttl	Le piano selon Lang Lang	2011-03-30T15:00	Similarité :0.5515
<http://data.doremus.org/performance/10fb18a1-97f9-3eff-8451-4398fdff3667>	0961889.ttl	Concert éducatif. Le piano selon Lang Lang	2011-03-30T15:00	
				
<http://data.doremus.org/performance/6780bdb6-7770-323a-9933-44d24fcd5727>	11457.ttl	Castrats divas	2011-11-17T20:00	Similarité :0.5115000000000001
<http://data.doremus.org/performance/5c2c97d2-9e6a-3780-8dd7-ca098738571a>	0977240.ttl	Masculin / Féminin. Castrats divas	2011-11-17T20:00	
				
<http://data.doremus.org/performance/24c3660f-dfb6-39c1-aea3-718194110ecb>	11679.ttl	Beethoven / Haitink - Chamber Orchestra of Europe 	2012-03-02T20:00	Similarité :0.488
<http://data.doremus.org/performance/cffd232a-b220-3ede-8e09-71b605ffecdb>	0982741.ttl	Chamber Orchestra of Europe, Bernard Haitink, Ludwig van Beethoven	2012-03-02T20:00	
				
<http://data.doremus.org/performance/317f7fbd-76ed-3b8b-8b14-e37505028f73>	11626.ttl	Orchestre Colonne - Laurent Petitgirard - Jean-Claude Pennetier	2011-12-06T20:00	Similarité :0.41600000000000004
<http://data.doremus.org/performance/20b5f680-47da-36f8-a7b7-b5520198e473>	0978480.ttl	Zita Swoon, Anne Teresa de Keersmaeker : dancing with the Sound Hobbyist	2011-12-06T20:00	
				
<http://data.doremus.org/performance/43163d7e-1e17-35b0-b042-138e1404c147>	12672.ttl	Orchestre Philharmonique de Radio France - Shi-Yeon Sung - Truls Mørk	2011-12-06T20:00	Similarité :0.40800000000000003
<http://data.doremus.org/performance/20b5f680-47da-36f8-a7b7-b5520198e473>	0978480.ttl	Zita Swoon, Anne Teresa de Keersmaeker : dancing with the Sound Hobbyist	2011-12-06T20:00	
				
<http://data.doremus.org/performance/5afbb329-babe-33e6-8225-cf901d70b313>	11471.ttl	Les Arts Florissants	2011-10-09T16:30	Similarité :0.362
<http://data.doremus.org/performance/3d5719e9-32ae-3ff8-99d0-bc10104840a7>	0975583.ttl	Les larmes. Madrigaux (livre I) de Claudio Monteverdi	2011-10-09T16:30	
				
<http://data.doremus.org/performance/44aa8a56-7c1e-3f5c-a0a4-7c2160ad1833>	13285.ttl	Orchestre de Paris - Paavo Järvi - Yefim Bronfman 	2013-10-24T20:00	Similarité :0.257
<http://data.doremus.org/performance/769a0e5d-6db0-31f7-bdad-532aac859370>	1010257.ttl	Europunk. Buzzcocks	2013-10-24T20:00	
				
<http://data.doremus.org/performance/44aa8a56-7c1e-3f5c-a0a4-7c2160ad1833>	13285.ttl	Orchestre de Paris - Paavo Järvi - Yefim Bronfman 	2013-10-24T20:00	Similarité :0.39649999999999996
<http://data.doremus.org/performance/250858ea-350c-3539-964d-578d430034c4>	1010119.ttl	Europunk. Frustration	2013-10-24T20:00	
				
<http://data.doremus.org/performance/ae6caaae-de4c-345a-84b1-852892107516>	11505.ttl	Quatuor Ysaÿe	2012-01-21T11:00	Similarité :0.432
<http://data.doremus.org/performance/3342a06e-a0db-3cf0-8864-19c996e2fc62>	0980052.ttl	5e biennale quatuors à cordes : Quatuor Ysaÿe	2012-01-21T11:00	
				
<http://data.doremus.org/performance/d3c0a048-070d-399d-b395-55996071c85a>	11547.ttl	Ensemble intercontemporain / Alain Altinoglu / Nora Gubisch	2012-04-25T20:00	Similarité :0.49449999999999994
<http://data.doremus.org/performance/7090473d-ef51-318e-a839-89e4867c5420>	0987023.ttl	Nora Gubisch, Ensemble intercontemporain	2012-04-25T20:00	
				
<http://data.doremus.org/performance/9e6a58b9-1527-32d5-a2ea-20f3b79a18b6>	12694.ttl	Reigen 	2012-04-25T20:00	Similarité :0.34800000000000003
<http://data.doremus.org/performance/7090473d-ef51-318e-a839-89e4867c5420>	0987023.ttl	Nora Gubisch, Ensemble intercontemporain	2012-04-25T20:00	
				
<http://data.doremus.org/performance/dfefdf35-14f3-3d4b-9c3a-3d12c9bab1aa>	12960.ttl	Bryce Dessner, Nico Muhly & Sufjan Stevens	2012-07-06T20:00	Similarité :0.39749999999999996
<http://data.doremus.org/performance/f0c2439d-f98b-353a-b2da-31233ac36983>	0989993.ttl	Festival Days Off : Other Lives	2012-07-06T20:00	
				
<http://data.doremus.org/performance/68ed2ded-c87c-32a0-8f98-c84b1f2579f6>	12444.ttl	Ensemble intercontemporain - Conservatoire de Paris - David Robertson	2012-07-06T20:00	Similarité :0.35950000000000004
<http://data.doremus.org/performance/f0c2439d-f98b-353a-b2da-31233ac36983>	0989993.ttl	Festival Days Off : Other Lives	2012-07-06T20:00	
				
<http://data.doremus.org/performance/cb8c5409-267d-38c1-9ca3-73aa458e249b>	12465.ttl	Orchestre National du Capitole de Toulouse - Tugan Sokhiev - Nicholas Angelich	2013-04-06T20:00	Similarité :0.4205
<http://data.doremus.org/performance/9fb1e71f-eafe-3b2e-9359-90b27dd4b6fa>	1004172.ttl	Schönberg / Stravinski. Stravinski en mode hip-hop	2013-04-06T20:00	
				
<http://data.doremus.org/performance/14c52acc-5dc2-32ba-a988-543872a338e8>	13173.ttl	Holograms / Cheveu / Kap Bambino	2013-10-26T20:00	Similarité :0.42100000000000004
<http://data.doremus.org/performance/c01468e1-6fe2-389e-abc8-6d5657c6009f>	1010258.ttl	Europunk. Cheveu	2013-10-26T20:00	
				
<http://data.doremus.org/performance/14c52acc-5dc2-32ba-a988-543872a338e8>	13173.ttl	Holograms / Cheveu / Kap Bambino	2013-10-26T20:00	Similarité :0.34199999999999997
<http://data.doremus.org/performance/5038e66b-c2e1-3b0a-a730-0021aa2ce460>	0241232.ttl	Marseille sur scène, la scène marseillaise, tradition, innovations	2013-10-26T20:00	
				
<http://data.doremus.org/performance/762f582c-88e4-324f-9dc3-e8c900d6df3e>	13205.ttl	Pittsburgh Symphony Orchestra - Manfred Honeck - Yuja Wang	2013-09-06T20:00	Similarité :0.2965
<http://data.doremus.org/performance/02021595-3e12-37c0-9c64-756dd47d8122>	1007919.ttl	Jazz à la Villette. The Lightnin 3	2013-09-06T20:00	
				
<http://data.doremus.org/performance/762f582c-88e4-324f-9dc3-e8c900d6df3e>	13205.ttl	Pittsburgh Symphony Orchestra - Manfred Honeck - Yuja Wang	2013-09-06T20:00	Similarité :0.3195
<http://data.doremus.org/performance/01777d7e-2538-3d90-a334-90a38cc5613a>	1007917.ttl	Jazz à la Villette. Neil Young Never Sleeps	2013-09-06T20:00	
				
<http://data.doremus.org/performance/145b4eb9-356e-3b3e-b736-d1bb5abae23b>	12531.ttl	Royal Concertgebouw Orchestra - Mariss Jansons	2013-09-06T20:00	Similarité :0.365
<http://data.doremus.org/performance/02021595-3e12-37c0-9c64-756dd47d8122>	1007919.ttl	Jazz à la Villette. The Lightnin 3	2013-09-06T20:00	
				
<http://data.doremus.org/performance/145b4eb9-356e-3b3e-b736-d1bb5abae23b>	12531.ttl	Royal Concertgebouw Orchestra - Mariss Jansons	2013-09-06T20:00	Similarité :0.35100000000000003
<http://data.doremus.org/performance/01777d7e-2538-3d90-a334-90a38cc5613a>	1007917.ttl	Jazz à la Villette. Neil Young Never Sleeps	2013-09-06T20:00	
				
<http://data.doremus.org/performance/31224350-40ae-3564-a0c8-d9b2e531708f>	12768.ttl	Emilie Simon	2012-04-29T20:00	Similarité :0.6455
<http://data.doremus.org/performance/9b659b22-488d-3dd7-b061-aa57cdfd6cdb>	0987470.ttl	"Emilie Simon, \""a night with Franky\"""	2012-04-29T20:00	
				
<http://data.doremus.org/performance/f01382e5-c8a2-339b-9001-fcd6379d9a0a>	11519.ttl	Le Martyre de saint Sébastien / Debussy	2012-01-31T20:00	Similarité :0.611
<http://data.doremus.org/performance/81494b02-21f6-36cf-88d9-f7b080aa523a>	0980782.ttl	L'esprit Debussy. Le Martyre de saint Sébastien	2012-01-31T20:00	
				
<http://data.doremus.org/performance/024fb342-a011-31c2-9847-1b062b288a69>	11506.ttl	Prazák Quartet / Vladimir Bukac	2012-01-21T20:30	Similarité :0.6060000000000001
<http://data.doremus.org/performance/c5cdf8da-e918-3d82-b9bc-5dcf0c2d9e59>	0980797.ttl	5e biennale quatuors à cordes : Prazàk Quartet, Vladimir Bukac	2012-01-21T20:30	
				
<http://data.doremus.org/performance/b3d272d2-d531-3d76-86d3-989d34d03006>	11630.ttl	Orchestre Philharmonique de Radio France - Vladimir Ashkenazy - Patricia Kopatchinskaja	2011-12-16T20:00	Similarité :0.40800000000000003
<http://data.doremus.org/performance/dfdd14bd-1b9e-32c8-9efa-0d66ce945df1>	0979092.ttl	La folie. Madrigaux (livre II) de Claudio Monteverdi	2011-12-16T20:00	
				
<http://data.doremus.org/performance/0844a74f-2545-32b1-9499-a804349bff23>	11864.ttl	Moriarty	2012-03-08T20:00	Similarité :0.389
<http://data.doremus.org/performance/e985b1a0-212c-3097-996b-5939ae2d62da>	0983206.ttl	Bob Dylan revisited. Moriarty : Before Dylan	2012-03-08T20:00	
				
<http://data.doremus.org/performance/80a9af33-9658-3bf5-8503-d4f22a67b29f>	12490.ttl	Nina Stemme - Swedish Chamber Orchestra - Thomas Dausgaard	2012-03-08T20:00	Similarité :0.39649999999999996
<http://data.doremus.org/performance/e985b1a0-212c-3097-996b-5939ae2d62da>	0983206.ttl	Bob Dylan revisited. Moriarty : Before Dylan	2012-03-08T20:00	
				
<http://data.doremus.org/performance/a526b2a3-5425-30a8-a623-3ebd040be1a9>	12488.ttl	Menahem Pressler	2012-03-08T20:00	Similarité :0.37250000000000005
<http://data.doremus.org/performance/e985b1a0-212c-3097-996b-5939ae2d62da>	0983206.ttl	Bob Dylan revisited. Moriarty : Before Dylan	2012-03-08T20:00	
				
<http://data.doremus.org/performance/ae32e225-e3c9-3832-a748-2f1c9e74ec50>	11564.ttl	Echo et Narcisse/Christoph Willibald Gluck	2012-03-16T20:00	Similarité :0.4145
<http://data.doremus.org/performance/7728c0a1-7562-36da-b399-f7b2ddbea81a>	0983800.ttl	Orchestre Philharmonique de Radio France, Myung-Whun Chung	2012-03-16T20:00	
				
<http://data.doremus.org/performance/e6da006b-c556-36d4-8c83-b2a30a228ca2>	11574.ttl	London Symphony Orchestra - Sir Colin Davis	2011-09-17T20:00	Similarité :0.3775
<http://data.doremus.org/performance/ed31974d-8e0c-333e-bf0b-16c3c1cc170b>	0972007.ttl	Passions, le désordre amoureux. Duos amoureux	2011-09-17T20:00	
				
<http://data.doremus.org/performance/798f03a2-43a4-38d6-a747-e1488cbd746a>	12722.ttl	Katia et Marielle Labèque - Minimalist Dream House	2011-09-17T20:00	Similarité :0.369
<http://data.doremus.org/performance/ed31974d-8e0c-333e-bf0b-16c3c1cc170b>	0972007.ttl	Passions, le désordre amoureux. Duos amoureux	2011-09-17T20:00	
				
<http://data.doremus.org/performance/3167c8e9-a493-3cf8-b115-611505fda83e>	11936.ttl	Anna Netrebko / CONCERT ANNULE / CANCELLED	2012-01-31T20:00	Similarité :0.365
<http://data.doremus.org/performance/81494b02-21f6-36cf-88d9-f7b080aa523a>	0980782.ttl	L'esprit Debussy. Le Martyre de saint Sébastien	2012-01-31T20:00	
				
<http://data.doremus.org/performance/1f6d3c03-d480-3abb-8e43-b98fc6fdae78>	12505.ttl	Orchestre Colonne - Laurent Petitgirard - Jean-Philippe Collard	2012-01-31T20:00	Similarité :0.38749999999999996
<http://data.doremus.org/performance/81494b02-21f6-36cf-88d9-f7b080aa523a>	0980782.ttl	L'esprit Debussy. Le Martyre de saint Sébastien	2012-01-31T20:00	
				
<http://data.doremus.org/performance/a0c33c49-b1a6-32a8-a0f0-39ccb60ab7db>	11456.ttl	Jeanne la Pucelle	2011-11-16T20:00	Similarité :0.518
<http://data.doremus.org/performance/bb0db213-bb6b-3d49-9015-3ae8a7e1d9c9>	0977235.ttl	Masculin / Féminin. Jeanne la Pucelle	2011-11-16T20:00	
				
<http://data.doremus.org/performance/6172c767-92fe-3028-a5ed-94422228e840>	12573.ttl	Pollini Perspectives	2011-11-16T20:00	Similarité :0.404
<http://data.doremus.org/performance/bb0db213-bb6b-3d49-9015-3ae8a7e1d9c9>	0977235.ttl	Masculin / Féminin. Jeanne la Pucelle	2011-11-16T20:00	
				
<http://data.doremus.org/performance/e2a84cf1-f695-3b85-86ec-950c90dc76d6>	12827.ttl	Prélude	2011-11-16T20:00	Similarité :0.3005
<http://data.doremus.org/performance/bb0db213-bb6b-3d49-9015-3ae8a7e1d9c9>	0977235.ttl	Masculin / Féminin. Jeanne la Pucelle	2011-11-16T20:00	
				
<http://data.doremus.org/performance/b91c1d02-ff14-3597-b772-2849e2510df7>	11522.ttl	Solistes de l'Ensemble intercontemporain	2012-02-11T20:00	Similarité :0.34750000000000003
<http://data.doremus.org/performance/495729d5-d3d5-32e4-8c67-3c15f5743dff>	1007280.ttl	L'Inde, 24 heures autour du Raga : Inde du Nord : Sarod	2012-02-11T20:00	
				
<http://data.doremus.org/performance/b23819bf-4beb-3a90-ab87-b60dac5d8bcc>	11701.ttl	Orchestre Philharmonique de Radio France - Gustavo Dudamel	2012-04-13T20:00	Similarité :0.40049999999999997
<http://data.doremus.org/performance/b1da7ef1-3844-335b-ae2b-6693b3e0f517>	0949201.ttl	Les ballets russes. Les Siècles. Daniel Mesguich	2012-04-13T20:00	
				
<http://data.doremus.org/performance/9f1ab73d-9a33-3923-b06a-c0f01bdccb8c>	11436.ttl	Les Caprices de l'amour - Sandrine Piau / Detlef Roth	2011-09-17T20:00	Similarité :0.431
<http://data.doremus.org/performance/ed31974d-8e0c-333e-bf0b-16c3c1cc170b>	0972007.ttl	Passions, le désordre amoureux. Duos amoureux	2011-09-17T20:00	
				
<http://data.doremus.org/performance/c984eb68-42a5-3b99-a49b-996e99e37f09>	12229.ttl	Lounis Aït Menguellet	2013-04-19T20:00	Similarité :0.325
<http://data.doremus.org/performance/87104ee0-ef87-3a58-b16d-523b7f22ac27>	1002176.ttl	Domaine privé Kaija Saariaho. Orchestre Philharmonique de Radio France, Santtu-Matias Rouvali, Anu Komsi	2013-04-19T20:00	
				
<http://data.doremus.org/performance/7da7a82b-fa22-3df9-a983-6b1d6982d3e1>	11643.ttl	Jason Moran	2012-03-02T20:00	Similarité :0.3345
<http://data.doremus.org/performance/cffd232a-b220-3ede-8e09-71b605ffecdb>	0982741.ttl	Chamber Orchestra of Europe, Bernard Haitink, Ludwig van Beethoven	2012-03-02T20:00	
				
<http://data.doremus.org/performance/5dc3c7b9-1222-3cc8-977c-5e67f0cc5995>	12611.ttl	Les Dissonances - David Grimal	2012-03-02T20:00	Similarité :0.3355
<http://data.doremus.org/performance/cffd232a-b220-3ede-8e09-71b605ffecdb>	0982741.ttl	Chamber Orchestra of Europe, Bernard Haitink, Ludwig van Beethoven	2012-03-02T20:00	
				
<http://data.doremus.org/performance/18ac8369-a229-3071-a477-f2373ad93184>	12646.ttl	De Nino Rota à Ennio Morricone	2013-03-29T20:00	Similarité :0.373
<http://data.doremus.org/performance/6604b8bf-62f6-3168-93a1-95c57daa8197>	1000295.ttl	Orchestre Philharmonique de Radio France, Daniel Harding. La Chute de Fukuyama (opéra vidéo)	2013-03-29T20:00	
				
<http://data.doremus.org/performance/99ee1e3b-9bbc-307b-b266-bd795aad8c4a>	12697.ttl	Flamenco !	2013-03-29T20:00	Similarité :0.307
<http://data.doremus.org/performance/6604b8bf-62f6-3168-93a1-95c57daa8197>	1000295.ttl	Orchestre Philharmonique de Radio France, Daniel Harding. La Chute de Fukuyama (opéra vidéo)	2013-03-29T20:00	
				
<http://data.doremus.org/performance/5b63d15f-ab67-32be-b3d4-0e1f01eaa8a9>	12350.ttl	Sir John Eliot Gardiner	2013-04-06T20:00	Similarité :0.442
<http://data.doremus.org/performance/9fb1e71f-eafe-3b2e-9359-90b27dd4b6fa>	1004172.ttl	Schönberg / Stravinski. Stravinski en mode hip-hop	2013-04-06T20:00	
				
<http://data.doremus.org/performance/3a64b7a5-bf28-3b54-b5e3-6b81f2bab131>	12554.ttl	Boris Berezovsky - Quatuor Borodine	2013-04-06T20:00	Similarité :0.42
<http://data.doremus.org/performance/9fb1e71f-eafe-3b2e-9359-90b27dd4b6fa>	1004172.ttl	Schönberg / Stravinski. Stravinski en mode hip-hop	2013-04-06T20:00	
				
<http://data.doremus.org/performance/84730e5f-9e7d-3c6e-be2b-c3802b91ecc0>	13172.ttl	Public Image Limited	2013-10-23T20:00	Similarité :0.302
<http://data.doremus.org/performance/f5cbf3b9-4442-34c3-a5fa-74515df1ba19>	1010184.ttl	Orchestre de Paris, Paavo Järvi, Yefim Bronfman	2013-10-23T20:00	
				
<http://data.doremus.org/performance/39a0b6c6-7d85-38e4-a23d-50d976252eab>	11489.ttl	Zita Swoon Group / Anne Teresa De Keersmaeker	2011-12-06T20:00	Similarité :0.6385
<http://data.doremus.org/performance/20b5f680-47da-36f8-a7b7-b5520198e473>	0978480.ttl	Zita Swoon, Anne Teresa de Keersmaeker : dancing with the Sound Hobbyist	2011-12-06T20:00	
				
<http://data.doremus.org/performance/449b8fbb-87fc-3927-aabc-8e270104f03f>	12375.ttl	Orchestre Révolutionnaire et Romantique - Monteverdi Choir - Sir John Eliot Gardiner	2011-12-06T20:00	Similarité :0.431
<http://data.doremus.org/performance/20b5f680-47da-36f8-a7b7-b5520198e473>	0978480.ttl	Zita Swoon, Anne Teresa de Keersmaeker : dancing with the Sound Hobbyist	2011-12-06T20:00	
				
<http://data.doremus.org/performance/d6bd8413-bedf-36a5-9ac9-f3d5ae3425bd>	11613.ttl	Richard Galliano, La Strada Quintet	2011-11-16T20:00	Similarité :0.308
<http://data.doremus.org/performance/bb0db213-bb6b-3d49-9015-3ae8a7e1d9c9>	0977235.ttl	Masculin / Féminin. Jeanne la Pucelle	2011-11-16T20:00	
				
<http://data.doremus.org/performance/dd380280-3d64-3f2c-98e5-bc154ff91b68>	11494.ttl	Rising Stars : Jakob Koranyi / Simon Crawford-Phillips	2012-01-06T20:00	Similarité :0.4185
<http://data.doremus.org/performance/309387bb-7876-328e-8c09-d64b8035fec2>	0980044.ttl	Orchestre Philharmonique de Radio France, Alexander Vedernikov, Mikhaïl Rudy	2012-01-06T20:00	
				
<http://data.doremus.org/performance/6b59172a-ef6f-3dab-91f7-fbf4655d7fb2>	11452.ttl	Jan Vogler / Hélène Grimaud	2011-11-06T16:30	Similarité :0.383
<http://data.doremus.org/performance/9c1fa6e8-7b5f-374a-8beb-fbfb27bd5f6d>	0933218.ttl	4e biennale quatuors à cordes. Quatuor Mosaïques	2011-11-06T16:30	
				
<http://data.doremus.org/performance/58545bb3-3bb4-3294-acd3-b40b4e0562e3>	12758.ttl	Hot Chip 	2012-07-07T20:00	Similarité :0.397
<http://data.doremus.org/performance/aac73ad0-df72-36fa-b5a1-878f09b9a3c7>	0989811.ttl	Festival Days Off : Hot Chip	2012-07-07T20:00	
				
<http://data.doremus.org/performance/ed4a489c-ebc6-3ddc-b187-b022ba71f99f>	11680.ttl	Beethoven / Haitink - Chamber Orchestra of Europe	2012-03-03T20:00	Similarité :0.488
<http://data.doremus.org/performance/6457a78d-8051-3914-b5a8-864fd3997709>	0982757.ttl	Chamber Orchestra of Europe, Bernard Haitink, Ludwig van Beethoven	2012-03-03T20:00	
				
<http://data.doremus.org/performance/f8f6c53a-eed8-398d-8664-5844ef5975f0>	11461.ttl	Scènes de folie	2011-12-09T20:00	Similarité :0.35350000000000004
<http://data.doremus.org/performance/626d6890-9445-31fd-aa60-228eb953377a>	0978428.ttl	Orchestre Philharmonique de Radio France - Alan Gilbert - Barry Douglas	2011-12-09T20:00	
				
<http://data.doremus.org/performance/0c4fc06f-cc2c-3226-8328-adc187c031cd>	13886.ttl	Beck	2011-12-09T20:00	Similarité :0.1815
<http://data.doremus.org/performance/626d6890-9445-31fd-aa60-228eb953377a>	0978428.ttl	Orchestre Philharmonique de Radio France - Alan Gilbert - Barry Douglas	2011-12-09T20:00	
				
<http://data.doremus.org/performance/6ef9abbf-5602-3aab-94f8-b40be067888e>	12519.ttl	Orchestre National du Capitole de Toulouse - Tugan Sokhiev - Vadim Gluzman	2011-12-09T20:00	Similarité :0.5685
<http://data.doremus.org/performance/626d6890-9445-31fd-aa60-228eb953377a>	0978428.ttl	Orchestre Philharmonique de Radio France - Alan Gilbert - Barry Douglas	2011-12-09T20:00	
				
<http://data.doremus.org/performance/43bbb060-1374-365b-9572-10fed201a28e>	12274.ttl	Les Arts Florissants, direction Paul Agnew	2011-12-09T20:00	Similarité :0.438
<http://data.doremus.org/performance/626d6890-9445-31fd-aa60-228eb953377a>	0978428.ttl	Orchestre Philharmonique de Radio France - Alan Gilbert - Barry Douglas	2011-12-09T20:00	
				
<http://data.doremus.org/performance/fcb5e5a9-27fe-3c70-a597-b74df8a4b6ac>	12251.ttl	Chamber Orchestra of Europe	2011-12-09T20:00	Similarité :0.434
<http://data.doremus.org/performance/626d6890-9445-31fd-aa60-228eb953377a>	0978428.ttl	Orchestre Philharmonique de Radio France - Alan Gilbert - Barry Douglas	2011-12-09T20:00	
				
<http://data.doremus.org/performance/7d38228c-4f63-318f-b337-60a66710b911>	11662.ttl	Orchestre de Paris - Lorin Maazel - Philippe Aïche	2011-12-09T20:00	Similarité :0.6005
<http://data.doremus.org/performance/626d6890-9445-31fd-aa60-228eb953377a>	0978428.ttl	Orchestre Philharmonique de Radio France - Alan Gilbert - Barry Douglas	2011-12-09T20:00	
				
<http://data.doremus.org/performance/cffee833-05a5-3838-9436-d674fe5b38b2>	12103.ttl	Maceo Parker // Fred Wesley & Pee Wee Ellis	2011-09-10T20:00	Similarité :0.5325
<http://data.doremus.org/performance/d5f4f503-2d73-3894-b9a1-8adb65e87fca>	0987922.ttl	Jazz à la Villette. Fred Wesley and the New JB's	2011-09-10T20:00	
				
<http://data.doremus.org/performance/df48648e-9c12-39b9-a98b-6d11f2fb2617>	12452.ttl	Ensemble intercontemporain - SWR Vokalensemble Stuttgart - Georges Benjamin	2013-10-07T20:00	Similarité :0.4355
<http://data.doremus.org/performance/6a10165b-40e0-39b7-8757-b3a74ee87b6c>	1009521.ttl	Orchestre Symphonique d'Etat de São Paulo, Marin Alsop, Nelson Freire	2013-10-07T20:00	
				
<http://data.doremus.org/performance/00b7d627-1665-363f-addb-b1d4b10be02d>	11470.ttl	Wagner / Le crépuscule des Dieux	2011-10-09T16:30	Similarité :0.42
<http://data.doremus.org/performance/3d5719e9-32ae-3ff8-99d0-bc10104840a7>	0975583.ttl	Les larmes. Madrigaux (livre I) de Claudio Monteverdi	2011-10-09T16:30	
				
<http://data.doremus.org/performance/2bb6b5fc-32c6-36fa-9c8e-a1b2de4ca0fd>	12662.ttl	Academy of St Martin in the Fields - Murray Perahia	2011-10-09T16:30	Similarité :0.439
