10769.ttl	ensembleintercontemporainorchestreconservatoireparis $date:2011-04-09T20:00	Ensemble intercontemporain / Orchestre du Conservatoire de Paris
11403.ttl	mazagan $date:2010-08-28T18:45	MAZAGAN
10745.ttl	festivaljerusalem $date:2018-03-22T17:08	Festival de Jérusalem
10022.ttl	chamberorchestraofeurope $date:2009-10-06T20:00	Chamber Orchestra of Europe
6653.ttl	air $date:2010-06-06T20:00	Air
11099.ttl	gewandhausorchesterleipzigriccardochaillyleonidaskavakos $date:2011-02-28T20:00	Gewandhausorchester Leipzig - Riccardo Chailly - Leonidas Kavakos
5429.ttl	epopeeramayanaii $date:2009-01-31T20:00	L'épopée du Ramayana II
10783.ttl	amelbrahimdjelloulchantemediterranee $date:2018-03-22T17:09	Amel Brahim-Djelloul chante la Méditerranée
5425.ttl	eicconservatoireparis $date:2009-01-20T20:00	EIC/Conservatoire de Paris
11296.ttl	anthonyjoseph $date:2010-09-04T20:00	Anthony Joseph 
6542.ttl	orchestreparishommagejeanpierrerampal $date:2018-03-22T17:08	Orchestre de Paris - Hommage à Jean Pierre Rampal
6444.ttl	brahmsmusiquechambreii $date:2009-10-18T11:00	Brahms, musique de chambre II
10947.ttl	henritexier&friends $date:2010-10-02T20:00	Henri Texier & friends
10961.ttl	chamberorchestraofeuropebernardhaitink $date:2011-01-18T20:00	Chamber Orchestra of Europe - Bernard Haitink
11119.ttl	orchestreparispaavojärvijaninejansenantoinetamestit $date:2011-01-13T20:00	Orchestre de Paris - Paavo Järvi - Janine Jansen - Antoine Tamestit
10831.ttl	americainsdreamballad $date:2011-02-24T20:00	Les Américains - A Dream Ballad 
10872.ttl	orchestrephilharmoniqueradiofrancelawrencefosterjeanefflambavouzet $date:2010-11-19T20:00	Orchestre Philharmonique de Radio France - Lawrence Foster - Jean-Efflam Bavouzet
6647.ttl	orchestrecolonne $date:2010-04-11T10:45	Orchestre Colonne
10030.ttl	birthofthecoolsuite $date:2009-10-28T20:00	Birth of the Cool Suite
10033.ttl	abdalmalikinvitesjeanlouisaubertchristophedanieldarc&wallen $date:2018-03-22T17:08	Abd Al Malik et ses invités : Jean-Louis Aubert, Christophe, Daniel Darc & Wallen
11390.ttl	fetemusiqueenfants $date:2010-06-21T18:00	Fête de la musique pour les enfants
6472.ttl	orchestrephilharmoniqueradiofrance $date:2009-12-04T20:00	Orchestre Philharmonique de Radio France
5330.ttl	jardinvoix $date:2009-03-07T20:00	Le jardin des voix
10025.ttl	orchestrenationaliledefrance $date:2009-10-16T20:00	Orchestre National d'Île-de-France
5418.ttl	risingstars $date:2009-01-02T20:00	Rising Stars
10789.ttl	orchestrenationallillejeanclaudecasadesus $date:2011-06-08T20:30	Orchestre National de Lille / Jean-Claude Casadesus
11092.ttl	orchestrefrancaisjeunes $date:2018-03-22T17:08	Orchestre Français des Jeunes
6785.ttl	orchestreparis $date:2009-10-21T18:00	Orchestre de Paris
11292.ttl	alicerussellsessionacoustiquepiersfaccini&vincentsegal $date:2010-09-05T20:00	Alice Russell \"Session acoustique\"   /   Piers Faccini & Vincent Ségal
6433.ttl	edgardvarese360° $date:2009-10-03T20:00	Edgard Varèse 360° I
10788.ttl	accentusensembleorchestralparis $date:2011-06-09T20:30	Accentus / Ensemble Orchestral de Paris
11090.ttl	angelikakirchschlager $date:2010-11-26T20:00	Angelika Kirchschlager
11012.ttl	mythesconteslegendesmusiquefrancaise $date:2011-03-26T11:00	Mythes, contes et légendes de la musique française
5402.ttl	epopeeramayanaenlevementsinta $date:2008-11-22T20:00	L'Epopée du Ramayana I : L'Enlèvement de Sinta
11035.ttl	carteblanchejeunessolistesconservatoireparis $date:2018-03-22T17:08	Carte Blanche aux Jeunes Solistes du Conservatoire de Paris
10953.ttl	orchestreparispaavojärvilarsvogt $date:2018-03-22T17:08	Orchestre de Paris - Paavo Järvi - Lars Vogt
11080.ttl	maitriseparis $date:2011-06-09T19:00	Maîtrise de Paris
10983.ttl	anacreonpygmalionartsflorissantswilliamchristie $date:2011-03-06T16:00	Anacréon, Pygmalion - Les Arts Florissants - William Christie
6423.ttl	ensemblegagakuimperialreigakusha $date:2009-09-19T20:00	Ensemble de Gagaku impérial Reigakusha
10990.ttl	langlang $date:2018-03-22T17:08	Lang Lang
10731.ttl	goranbregovic $date:2010-10-30T20:00	Goran Bregovic
10764.ttl	pianolanglang $date:2011-03-30T15:00	Le piano selon Lang Lang
10425.ttl	januszolejniczak $date:2010-03-12T21:00	Janusz Olejniczak
5340.ttl	concertokoln $date:2008-09-19T20:00	Concerto Köln
10119.ttl	tambourssacresreunion $date:2018-03-22T17:08	Tambours sacrés de La Réunion
6033.ttl	ericlegninitrio $date:2008-12-05T20:00	Eric Legnini Trio
10558.ttl	johnzornshirhashirim $date:2018-03-22T17:08	John Zorn \"Shir Hashirim\"
10925.ttl	orchestrephilharmoniqueradiofrancemanfredhonecktedipapavrami $date:2011-01-07T20:00	Orchestre Philharmonique de Radio France - Manfred Honeck - Tedi Papavrami
5361.ttl	francoisfredericguybeethoveniii $date:2008-10-11T20:00	François-Frédéric Guy -  Beethoven III
10916.ttl	radulupu $date:2011-05-11T20:00	Radu Lupu
11154.ttl	hommagemilesdavis $date:2011-03-05T11:00	Hommage à Miles Davis
5419.ttl	risingstars $date:2009-01-04T16:30	Rising Stars
5713.ttl	memoireflutes $date:2008-11-29T11:00	De mémoire de flûtes
11072.ttl	ensemble2e2mpenicheopera $date:2011-05-31T20:00	Ensemble 2e2m / La Péniche Opéra
10684.ttl	tambourssabarsenegal $date:2010-10-23T11:00	Tambours sabar du Sénégal
10702.ttl	dissonances $date:2010-12-10T20:00	Les Dissonances
10888.ttl	gurreliederorchestrephilharmoniquestrasbourgmarcalbrecht $date:2011-06-25T20:00	Gurre-Lieder - Orchestre Philharmonique de Strasbourg - Marc Albrecht
11356.ttl	aethenor $date:2010-09-11T22:00	AEthenor
12093.ttl	hindizahrafeattigranhamasyan $date:2011-08-31T20:00	Hindi Zahra feat. Tigran Hamasyan
6528.ttl	orchestrephilharmoniqueradiofrance $date:2010-05-21T20:00	Orchestre Philharmonique de Radio France
10836.ttl	scholaheidelberg $date:2011-06-10T20:30	Schola Heidelberg
11093.ttl	sunwookkimenremplacementyvanmoravec $date:2011-01-27T20:00	Sunwook Kim (en remplacement de Yvan Moravec)
5656.ttl	kammerensembleneuemusikberlinsoniawiederatherton $date:2009-06-27T20:00	Kammerensemble Neue Musik Berlin / Sonia Wieder-Atherton
12102.ttl	royhargroverhfactor $date:2018-03-22T17:09	Roy Hargrove \"RH Factor\"
10073.ttl	domaineprivejohnadamsstlawrencestringquartet $date:2010-03-23T20:00	Domaine Privé John Adams : St Lawrence String Quartet
10972.ttl	orchestrepariseivindgullbergjensenalexandrasoumm $date:2011-02-02T20:00	Orchestre de Paris - Eivind Gullberg Jensen - Alexandra Soumm
10109.ttl	sainkhonamtchylak $date:2010-02-16T20:00	Sainkho Namtchylak
10674.ttl	chamberorchestraofeuropemariajoaopires $date:2018-03-22T17:08	Chamber Orchestra of Europe - Maria-Joao Pires
5412.ttl	concertspirituel $date:2008-12-20T20:00	Le Concert spirituel
10934.ttl	orchestreparispaavojärvileifoveandsnes $date:2011-05-25T20:00	Orchestre de Paris - Paavo Järvi - Leif Ove Andsnes
10742.ttl	pattismithunpluggeddreams $date:2011-01-20T20:00	Patti Smith - Unplugged Dreams 
11001.ttl	orchestreparispaavojärvirafalblechacz $date:2011-03-17T20:00	Orchestre de Paris - Paavo Järvi - Rafal Blechacz
6691.ttl	waltraudmeier $date:2009-11-23T20:00	Waltraud Meier
6540.ttl	orchestreparis $date:2010-05-28T20:00	Orchestre de Paris
10843.ttl	chuteadam $date:2010-11-21T15:00	La Chute d'Adam
11010.ttl	orchestrepasdeloupmykoladyadyuraoliviercharlier $date:2011-02-26T16:00	Orchestre Pasdeloup - Mykola Dyadyura - Olivier Charlier
10728.ttl	thomasquasthoffcameratasalzburg $date:2010-10-26T20:00	Thomas Quasthoff - Camerata Salzburg
6445.ttl	brahmsmusiquechambreiii $date:2009-10-18T16:00	Brahms, musique de chambre III
5741.ttl	maitrisehautsdeseine $date:2009-06-07T15:00	Maîtrise des Hauts-de-Seine /
6478.ttl	orchestrephilharmoniqueradiofrance $date:2009-12-11T20:00	Orchestre Philharmonique de Radio France
6509.ttl	orchestreparis $date:2018-03-22T17:08	Orchestre de Paris
5465.ttl	ensembleintercontemporain $date:2009-04-28T20:00	Ensemble intercontemporain
6476.ttl	polliniperspectives $date:2009-12-07T20:00	Pollini Perspectives
5436.ttl	journeeeriksatieiv $date:2018-03-22T17:08	Journée Erik Satie IV
10750.ttl	thefairyqueenhenrypurcell $date:2018-03-22T17:08	The Fairy Queen de Henry Purcell
11004.ttl	concertjaponorchestrephilharmoniqueradiofrance $date:2011-03-18T20:00	Concert pour le Japon - Orchestre Philharmonique de Radio France 
10903.ttl	orchestreparisjurajvalcuhayujawang $date:2010-12-09T20:00	Orchestre de Paris - Juraj Valcuha - Yuja Wang
10032.ttl	jackjohnsonsoundtracktolegend $date:2018-03-22T17:08	Jack Johnson, Soundtrack to a Legend
10014.ttl	cafezimmermannsagittariusgustavleonhardt $date:2009-09-19T20:30	Café Zimmermann - Sagittarius - Gustav Leonhardt
10804.ttl	solistesensembleintercontemporain $date:2011-01-29T20:00	Solistes de l'Ensemble intercontemporain
10902.ttl	mauriziopollini $date:2010-12-07T20:00	Maurizio Pollini
6551.ttl	londonsymphonyorchestra $date:2018-03-22T17:08	London Symphony Orchestra
5410.ttl	chamberorchestraofeurope $date:2018-03-22T17:08	Chamber Orchestra of Europe
10038.ttl	trioalmavivajeromehantai $date:2009-11-12T20:00	Trio Almaviva - Jérôme Hantaï
11002.ttl	andresmarin $date:2011-02-18T20:00	Andrés Marin 
10886.ttl	orchestreparisgianandreanosedaviktoriamullovaelenazhidkova $date:2018-03-22T17:09	Orchestre de Paris - Gianandrea Noseda - Viktoria Mullova - Elena Zhidkova
10545.ttl	yaelnaimhommagejonimitchell $date:2009-09-04T20:00	Yael Naim \"Hommage à Joni Mitchell\"
10039.ttl	brusselsphilharmonicmicheltabachnik $date:2009-11-13T20:00	Brussels Philharmonic - MICHEL TABACHNIK
6428.ttl	londonsymphonyorchestra $date:2009-09-26T20:00	London Symphony Orchestra
10575.ttl	alainjeanmarie&danielmaximin $date:2009-09-13T17:00	Alain Jean-Marie & Daniel Maximin 
6652.ttl	eugeneoneguinepitchaikovski $date:2010-06-01T20:00	Eugène Onéguine de P.I. Tchaïkovski
5712.ttl	epopeeramayana $date:2018-03-22T17:08	L'épopée du Ramayana
12014.ttl	i'mfrombarcelonasoko $date:2011-07-10T20:00	I'm from Barcelona / Soko
5415.ttl	festivaljerusalem $date:2009-01-08T20:00	Festival de Jerusalem
11341.ttl	carteblanchejeunessolistesconservatoireparis $date:2011-03-27T18:00	Carte blanche aux jeunes solistes du Conservatoire de Paris
10708.ttl	orchestreparispaavojärvisoileisokoskijuhauusitalo $date:2010-09-16T20:00	Orchestre de Paris - Paavo Järvi - Soile Isokoski - Juha Uusitalo
6787.ttl	orchestreparisconcertannule $date:2018-03-22T17:08	Orchestre de Paris - ce concert est annulé 
10095.ttl	quatuorzemlinsky $date:2018-03-22T17:08	Quatuor Zemlinsky
10865.ttl	ensemblemodernorchestrapetereotvos $date:2010-11-06T20:00	Ensemble Modern Orchestra - Peter Eötvös
11091.ttl	orchestretheatremariinskyvalerygergiev $date:2010-12-13T20:00	Orchestre du Théâtre Mariinsky - Valery Gergiev
11387.ttl	fetemusiqueenfants $date:2018-03-22T17:08	Fête de la Musique pour les enfants 
10758.ttl	animaeternabrugge $date:2011-03-12T20:00	Anima Eterna Brugge
5374.ttl	arabesque $date:2008-10-28T20:00	Arabesque
11667.ttl	takacsquartetmarccoppey $date:2012-01-21T17:30	Takács Quartet / Marc Coppey
11946.ttl	orchestrecolonnelaurentpetitgirardjeanclaudepennetier $date:2018-03-22T17:09	Orchestre Colonne - Laurent Petitgirard - Jean-Claude Pennetier
11457.ttl	castratsdivas $date:2011-11-17T20:00	Castrats divas
11731.ttl	creationakademiefuraltemusikberlinaccentuslaurenceequilbey $date:2018-03-22T17:09	La Création - Akademie für Alte Musik Berlin - Accentus - Laurence Equilbey
12619.ttl	ensembleintercontemporainchoeurradiolettoneheinzholliger $date:2013-05-30T20:00	Ensemble intercontemporain  - Choeur de la Radio Lettone - Heinz Holliger
12707.ttl	cyclebrahmsautoursolistesberlinerphilharmoniker3 $date:2018-03-22T17:09	Cycle Brahms, autour des solistes des Berliner Philharmoniker 3
13127.ttl	orfeopardelagangecreation $date:2013-10-05T20:00	Orfeo, par-delà le Gange (création)
11761.ttl	ensembleconstantinoplebarbarafurtunafilettapaolofresudanieledibonaventura $date:2012-02-25T20:00	Ensemble Constantinople - Barbara Furtuna / A Filetta - Paolo Fresu - Daniele Di Bonaventura
11679.ttl	beethovenhaitinkchamberorchestraofeurope $date:2012-03-02T20:00	Beethoven / Haitink - Chamber Orchestra of Europe 
11538.ttl	dissonancesdavidgrimal $date:2012-03-18T16:30	Les Dissonances / David Grimal
12756.ttl	brianenocelebration $date:2012-07-02T20:00	A Brian Eno Celebration !
11511.ttl	ardittiquartetjerusalemquartet $date:2018-03-22T17:09	Arditti Quartet / Jerusalem Quartet
12760.ttl	damienricesolo $date:2012-07-05T20:00	Damien Rice (solo)
12324.ttl	sidilarbicherkaouishantalashivalingappa $date:2013-06-18T20:00	Sidi Larbi Cherkaoui / Shantala Shivalingappa
12412.ttl	solistesensembleintercontemporain $date:2013-04-09T20:00	Solistes Ensemble intercontemporain 
11668.ttl	orchestrephilharmoniqueradiofrancevasilypetrenkodimitrivoropaevsergeileiferkus $date:2012-02-10T20:00	Orchestre Philharmonique de Radio France - Vasily Petrenko - Dimitri Voropaev - Sergei Leiferkus
11644.ttl	sydmattersinvites $date:2012-03-06T20:00	Syd matters et invités
11563.ttl	ardittiquartet $date:2012-06-10T16:30	Arditti Quartet
12071.ttl	grandesfigureslisztberlioz $date:2018-03-22T17:09	Les grandes figures : Liszt et Berlioz
13200.ttl	eic $date:2013-10-18T20:00	EIC
13290.ttl	budapestfestivalorchestraivanfischermariajoaopires $date:2013-10-29T20:00	Budapest Festival Orchestra - Iván Fischer - Maria-João Pires
11626.ttl	orchestrecolonnelaurentpetitgirardjeanclaudepennetier $date:2011-12-06T20:00	Orchestre Colonne - Laurent Petitgirard - Jean-Claude Pennetier
12755.ttl	carteblancheyanntiersen $date:2012-06-30T20:00	Carte blanche à Yann Tiersen
11517.ttl	ensembleintercontemporainorchestreconservatoireparis $date:2012-01-27T20:00	Ensemble intercontemporain / Orchestre du Conservatoire de Paris
11694.ttl	orchestreparischristopheschenbachgilshaham $date:2012-03-28T20:00	Orchestre de Paris - Christoph Eschenbach - Gil Shaham
11972.ttl	passionsbach $date:2018-03-22T17:09	Les Passions de Bach
12846.ttl	choeurorchestreparis $date:2013-06-28T20:00	Choeur de l'Orchestre de Paris
12179.ttl	concertfranzlisztconservatoireparis $date:2011-11-07T20:00	Concert Franz Liszt - Conservatoire de Paris
11700.ttl	orchestreparispaavojärvimatthiasgoerne $date:2012-04-12T20:00	Orchestre de Paris - Paavo Järvi - Matthias Goerne
13274.ttl	nocesfigarofreiburgerbarockorchesterjeunechoeurparisrenejacobs $date:2013-10-11T19:30	Les Noces de Figaro - Freiburger Barockorchester - Le Jeune Choeur de Paris - René Jacobs
11449.ttl	cassandremonodramemichaeljarrell $date:2018-03-22T17:09	Cassandre, monodrame de Michael Jarrell
13125.ttl	dansesnocturnescreation $date:2013-09-29T16:30	Danses nocturnes (création) 
11459.ttl	ensembleintercontemporainsusannamälkki $date:2018-03-22T17:09	Ensemble intercontemporain / Susanna Mälkki
11596.ttl	beethovenintegralesymphoniesgewandhausorchesterleipzigriccardochailly $date:2018-03-22T17:09	Beethoven : Intégrale des symphonies - Gewandhausorchester Leipzig - Riccardo Chailly
11585.ttl	orchestreparisthomashengelbrockmarieelisabethhecker $date:2011-10-06T20:00	Orchestre de Paris - Thomas Hengelbrock - Marie-Elisabeth Hecker
11623.ttl	oslophilharmonicorchestravasilypetrenkojoshuabell $date:2011-11-30T20:00	Oslo Philharmonic Orchestra - Vasily Petrenko - Joshua Bell
12079.ttl	grandesfiguresdebussy $date:2012-01-12T11:00	Les grandes figures : Debussy
11460.ttl	dansemorts $date:2011-12-01T20:00	Danse des morts
11887.ttl	orchestreparispaavojärvi $date:2011-09-17T15:00	Orchestre de Paris - Paavo Järvi
11592.ttl	russiannationalorchestramikhailpletnevnikolailugansky $date:2011-10-17T20:00	Russian National Orchestra - Mikhail Pletnev - Nikolaï Lugansky
11569.ttl	doublenaissanceganeshthailande $date:2012-04-04T20:00	La Double Naissance de Ganesh (Thaïlande)
11677.ttl	cycleschubert2matthiasgoernechristopheschenbach $date:2012-02-28T20:00	Cycle Schubert 2 : Matthias Goerne / Christoph Eschenbach
11471.ttl	artsflorissants $date:2011-10-09T16:30	Les Arts Florissants
12312.ttl	brusselsphilharmonicmicheltabachnik $date:2013-05-16T20:00	Brussels Philharmonic / Michel Tabachnik
12489.ttl	orchestrenationalilefranceenriquemazzolafrancoisfredericguy $date:2013-04-28T16:00	Orchestre National d'Île de France - Enrique Mazzola - François-Frédéric Guy
13287.ttl	orchestrenationaliledefrancewaynemarshall $date:2013-10-25T20:00	Orchestre National d'Île-de-France - Wayne Marshall
11950.ttl	septiemebeethoven $date:2011-11-05T11:00	La Septième de Beethoven
12149.ttl	rbmapresentequestlove&musiquelarge $date:2011-09-10T23:00	RBMA présente Questlove & Musique Large
12689.ttl	orchestrephilharmoniqueradiofrancevasilypetrenkojuliafischer $date:2013-06-14T20:00	Orchestre Philharmonique de Radio France - Vasily Petrenko - Julia Fischer
11759.ttl	orchestrafilarmonicadellascalamilandanielbarenboim $date:2012-01-29T16:00	Orchestra Filarmonica della Scala - Milan - Daniel Barenboim
11493.ttl	risingstarskhatiabuniatishvili $date:2018-03-22T17:09	Rising Stars : Khatia Buniatishvili
11720.ttl	orchestrepasdeloupmykoladyadyuradmytropopov $date:2018-03-22T17:09	Orchestre Pasdeloup - Mykola Dyadyura - Dmytro Popov
12043.ttl	orchestrec'estfantastique $date:2012-05-05T11:00	L'orchestre, c'est fantastique ! 
11732.ttl	paolofresunilspettermolvaermanukatche $date:2012-04-16T20:00	Paolo Fresu - Nils Petter Molvaer - Manu Katché 
12738.ttl	timetravellingvoyagevocaltemps $date:2018-03-22T17:09	Time travelling - Voyage vocal dans le temps
12686.ttl	orchestrephilharmoniqueradiofrancediegomatheuzplamenamangovadavidguerrier $date:2013-04-12T20:00	Orchestre Philharmonique de Radio France - Diego Matheuz - Plamena Mangova - David Guerrier
13285.ttl	orchestreparispaavojärviyefimbronfman $date:2013-10-24T20:00	Orchestre de Paris - Paavo Järvi - Yefim Bronfman 
11743.ttl	weekendschubertkorngold $date:2011-10-16T16:00	Week-end Schubert / Korngold
12848.ttl	orchestreparis $date:2013-04-20T11:00	Orchestre de Paris
11901.ttl	orchestreparisjorgeluisprats $date:2011-10-22T11:00	Orchestre de Paris - Jorge Luis Prats
12617.ttl	chambrephilharmoniquechoeurchambreelementsemmanuelkrivine $date:2013-05-25T20:00	La Chambre Philharmonique - Choeur de Chambre Les Eléments - Emmanuel Krivine
11505.ttl	quatuorysaÿe $date:2012-01-21T11:00	Quatuor Ysaÿe
13128.ttl	cineconcertlabellenivernaise $date:2013-10-09T20:00	Ciné concert \"La Belle Nivernaise\"
11944.ttl	petitgrandtheatresombrescambodge $date:2012-06-01T20:00	Petit et grand théâtres d'ombres du Cambodge
12344.ttl	quatuormeta4anssikarttunenpiafreundflorentjodelettuijahakkila $date:2013-04-18T20:00	Quatuor Meta4 / Anssi Karttunen / Pia Freund / Florent Jodelet / Tuija Hakkila
13121.ttl	alexandreastier $date:2013-09-20T20:00	Alexandre Astier
11573.ttl	orchestrephilharmoniqueradiofrancemikkofranckhilaryhahn $date:2011-09-16T20:00	Orchestre Philharmonique de Radio France - Mikko Franck - Hilary Hahn
12706.ttl	cyclebrahmsautoursolistesberlinerphilharmoniker3 $date:2018-03-22T17:09	Cycle Brahms, autour des solistes des Berliner Philharmoniker 3
11547.ttl	ensembleintercontemporainalainaltinoglunoragubisch $date:2012-04-25T20:00	Ensemble intercontemporain / Alain Altinoglu / Nora Gubisch
12509.ttl	orchestreparispaavojärvijorgeluisprats $date:2013-03-28T20:00	Orchestre de Paris - Paavo Järvi - Jorge Luis Prats
11548.ttl	concertlorrain $date:2012-04-07T20:00	Le Concert Lorrain 
12960.ttl	brycedessnernicomuhly&sufjanstevens $date:2012-07-06T20:00	Bryce Dessner, Nico Muhly & Sufjan Stevens
11774.ttl	joshuaredmanbradmehldauduo $date:2012-06-16T20:00	Joshua Redman / Brad Mehldau duo
12088.ttl	cineconcertdrjekyllandmrhydefilmjohnsrobertson $date:2012-05-21T14:30	Ciné-Concert Dr Jekyll and Mr Hyde, Film de John S. Robertson
11669.ttl	annulationcancellationluganoparismarthaargerichinvites $date:2012-02-12T16:00	ANNULATION / CANCELLATION Lugano à Paris - Martha Argerich et ses invités  
11651.ttl	domaineprivejoshuaredman $date:2012-06-15T20:00	Domaine Privé Joshua Redman 
12732.ttl	cyclebrahmssolistesberlinerphilharmoniker4 $date:2013-06-18T20:00	Cycle Brahms solistes des Berliner Philharmoniker 4
11749.ttl	concertlaureatsconcoursinternationaltchaikovskimoscou $date:2012-01-21T20:00	Concert des lauréats du Concours international Tchaïkovski de Moscou
11692.ttl	orchestrenationalilefranceionmarinyossifivanov $date:2018-03-22T17:09	Orchestre National d'Île de France - Ion Marin - Yossif Ivanov
11463.ttl	jordisavallhesperionxxi $date:2011-12-11T16:30	Jordi Savall /Hespèrion XXI 
12730.ttl	elisabethleonskaja $date:2018-03-22T17:09	Elisabeth Leonskaja
11629.ttl	orchestreparisjamesconlongilshahampatriciapetibon $date:2011-12-15T20:00	Orchestre de Paris - James Conlon - Gil Shaham - Patricia Petibon
12465.ttl	orchestrenationalcapitoletoulousetugansokhievnicholasangelich $date:2013-04-06T20:00	Orchestre National du Capitole de Toulouse - Tugan Sokhiev - Nicholas Angelich
13288.ttl	gewandhausorchesterleipzigriccardochaillyleonidaskavakosenricodindo $date:2018-03-22T17:09	Gewandhausorchester Leipzig - Riccardo Chailly - Leonidas Kavakos - Enrico Dindo
13019.ttl	moriarty $date:2018-03-22T17:09	MORIARTY
11637.ttl	quatuordiotima $date:2012-01-19T19:00	Quatuor Diotima
11664.ttl	evamariawestbroekorchestrenationallilleevelinopido $date:2018-03-22T17:09	 Eva-Maria Westbroek - Orchestre National de Lille - Evelino Pido
13617.ttl	portesouvertesorchestreparis $date:2013-09-15T15:00	Portes ouvertes Orchestre de Paris
12815.ttl	scenesorchestrelaureatsconservatoireparis $date:2013-04-02T20:00	Avant Scènes - Orchestre des Lauréats du Conservatoire de Paris
12588.ttl	quatuorhagen $date:2018-03-22T17:09	Quatuor Hagen
11741.ttl	weekendschubertkorngold $date:2011-10-15T16:00	Week-end Schubert / Korngold
12329.ttl	annesofievonotterdanielhopebengtforsbergbeberisenfors $date:2018-03-22T17:09	Anne Sofie von Otter / Daniel Hope / Bengt Forsberg / Bebe Risenfors
12810.ttl	orchestresymphoniquecrrparis $date:2012-05-07T20:00	Orchestre symphonique du CRR de Paris
12733.ttl	cyclebrahmssolistesberlinerphilharmoniker4 $date:2013-06-19T20:00	Cycle Brahms, solistes des Berliner Philharmoniker 4
12073.ttl	echonarcisse $date:2012-03-09T14:30	Echo et Narcisse
11518.ttl	solistesensembleintercontemporain $date:2012-01-29T16:30	Solistes de l'Ensemble intercontemporain
12124.ttl	artsflorissantspaulagnew $date:2012-03-25T16:30	Les Arts Florissants / Paul Agnew
11907.ttl	espriterablerougefables $date:2012-06-24T11:00	L'Esprit de l'érable rouge et autres fables
12466.ttl	englishbaroquesoloistsmonteverdichoirsirjohneliotgardiner $date:2013-04-07T16:00	English Baroque Soloists - Monteverdi Choir - Sir John Eliot Gardiner
11930.ttl	orchestrenationalcapitoletoulousetugansokhievanastasiakalaginajaninabaechle $date:2012-03-18T16:00	Orchestre National du Capitole de Toulouse - Tugan Sokhiev - Anastasia Kalagina - Janina Baechle  
13588.ttl	yaelnaim $date:2013-07-04T20:00	Yael Naim 
13261.ttl	orchestreparisgeorgespretrekatia&mariellelabeque $date:2018-03-22T17:09	Orchestre de Paris - Georges Prêtre - Katia & Marielle Labèque
13173.ttl	hologramscheveukapbambino $date:2013-10-26T20:00	Holograms / Cheveu / Kap Bambino
11650.ttl	cineconcertnosferatufilmfriedrichwilhelmmurnau $date:2012-05-25T20:00	Ciné-concert Nosferatu, film de Friedrich Wilhelm Murnau
13205.ttl	pittsburghsymphonyorchestramanfredhoneckyujawang $date:2013-09-06T20:00	Pittsburgh Symphony Orchestra - Manfred Honeck - Yuja Wang
13203.ttl	berlinerphilharmonikersirsimonrattlebarbarahannigan $date:2013-09-01T16:00	Berliner Philharmoniker - Sir Simon Rattle - Barbara Hannigan
11676.ttl	orchestreparisriccardochaillymariajoaopires $date:2012-02-23T20:00	Orchestre de Paris - Riccardo Chailly - Maria João Pires
12768.ttl	emiliesimon $date:2012-04-29T20:00	Emilie Simon
13132.ttl	brusselsphilharmonicmicheltabachnik $date:2013-11-02T20:00	Brussels Philharmonic / Michel Tabachnik
11554.ttl	orchestreparisalainaltinoglu $date:2012-05-16T20:00	Orchestre de Paris / Alain Altinoglu
13022.ttl	xavierferran $date:2012-06-21T18:30	Xavier Ferran
11618.ttl	jephthaartsflorissantswilliamchristie $date:2011-11-24T20:00	Jephtha - Les Arts Florissants - William Christie
13584.ttl	roverinharmony $date:2013-07-03T20:00	Rover \"In Harmony\"
11519.ttl	martyresaintsebastiendebussy $date:2012-01-31T20:00	Le Martyre de saint Sébastien / Debussy
11705.ttl	orchestreparischristopheschenbach $date:2018-03-22T17:09	Orchestre de Paris - Christoph Eschenbach
11530.ttl	dissonancesdavidgrimal $date:2012-02-24T20:00	Les Dissonances / David Grimal
11932.ttl	sunwookkim $date:2012-05-31T20:00	Sunwook Kim
11826.ttl	orchestrelaureatsconservatoireparisphilippeaiche $date:2018-03-22T17:09	Orchestre des Lauréats du Conservatoire de Paris / Philippe Aïche
12638.ttl	prelude $date:2018-03-22T17:09	Prélude
11476.ttl	suitelyriquealbanberg $date:2011-10-26T20:00	Suite lyrique, Alban Berg
12411.ttl	orchestreconservatoireparischoeurorchestreparispascalrophe $date:2013-04-10T20:00	Orchestre du Conservatoire de Paris - Choeur de l'Orchestre de Paris -  Pascal Rophé 
11506.ttl	prazakquartetvladimirbukac $date:2012-01-21T20:30	Prazák Quartet / Vladimir Bukac
11441.ttl	theirrepressibles $date:2011-09-22T20:00	The Irrepressibles
12725.ttl	vincenttexierjeffcohen $date:2018-03-22T17:09	Vincent Le Texier / Jeff Cohen
13264.ttl	bertrandcuillerlouisemoaty $date:2013-09-17T20:00	Bertrand Cuiller / Louise Moaty
11508.ttl	arcantoquartett $date:2012-01-22T11:00	Arcanto Quartett
11600.ttl	theclevelandorchestrafranzwelsermost $date:2011-10-26T20:00	The Cleveland Orchestra - Franz Welser-Möst
12414.ttl	trevorpinnockmariajoaopires $date:2013-04-27T20:00	Trevor Pinnock / Maria-João Pires
11947.ttl	orchestrecolonnelaurentpetitgirard $date:2012-06-10T10:45	Orchestre Colonne - Laurent Petitgirard
11874.ttl	kennygarrett $date:2012-03-11T20:00	Kenny Garrett 
12575.ttl	ibrahimmaaloufquintet $date:2018-03-22T17:09	Ibrahim Maalouf Quintet
11628.ttl	orchestrenationaliledefrancewaynemarshall $date:2011-12-11T16:00	Orchestre National d'Île-de-France - Wayne Marshall 
